age,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days
32,9,5.45,20.41,15,4,8,10,0,0,14,4,7,1,4.0,0.89,65.06,750
35,5,32.47,23.74,12,4,3,3,0,1,39,5,2,0,3.0,0.02,61.57,704
30,12,7.92,45.34,13,2,3,16,0,0,4,11,4,2,3.0,0.28,64.71,1191
41,9,10.77,50.07,12,3,6,6,0,1,2,6,2,3,4.0,0.55,92.97,623
57,7,7.24,48.5,10,7,2,6,0,0,21,4,10,0,5.0,0.81,65.11,305
31,8,11.8,20.2,16,2,1,3,0,0,34,6,5,4,4.0,0.98,99.27,455
45,13,35.87,42.17,17,4,2,13,2,0,20,7,3,2,4.0,0.83,49.91,959
28,6,4.62,43.86,15,3,2,6,1,0,44,11,3,3,5.0,0.96,38.99,930
23,11,6.3,31.97,9,8,6,10,1,0,3,6,1,2,3.0,0.4,48.45,872
42,5,45.4,99.47,9,3,3,23,1,1,9,6,2,3,4.0,0.62,76.88,248
18,12,8.71,50.5,14,4,6,8,0,0,35,3,2,4,4.0,0.0,62.64,1148
42,7,7.85,11.58,14,4,5,13,0,0,26,2,1,3,4.0,0.7,55.35,960
19,5,9.93,52.25,12,8,3,15,0,0,41,3,4,3,5.0,0.19,61.97,1118
49,9,9.82,54.94,9,9,6,6,0,0,0,6,1,3,4.0,0.64,53.2,864
30,7,9.81,5.0,15,7,6,21,1,0,32,6,1,2,4.0,0.6,31.19,224
50,14,6.5,57.13,8,5,7,8,0,0,37,8,1,1,2.0,0.21,74.65,316
49,4,12.46,69.55,11,11,2,18,0,1,19,6,4,2,5.0,0.64,57.27,631
41,10,12.21,44.8,13,6,3,12,1,0,17,6,1,2,3.0,0.41,73.45,442
44,7,6.1,42.81,11,4,4,6,0,0,17,7,3,4,4.0,0.87,63.32,387
21,10,11.75,49.07,10,4,2,18,1,0,38,3,5,3,5.0,0.27,62.97,1116
41,10,5.56,45.55,17,3,8,24,1,0,15,4,1,2,2.0,0.11,65.52,675
40,8,16.64,56.24,10,3,2,15,0,0,37,4,4,1,3.0,0.32,73.31,399
46,7,10.74,65.33,9,8,3,5,0,0,16,3,5,0,4.0,0.38,69.36,559
51,10,3.82,46.76,11,2,4,3,1,0,9,8,0,4,3.0,0.26,73.62,555
38,4,2.88,54.43,14,7,3,9,0,1,31,4,3,3,3.0,0.28,71.28,205
47,5,11.75,83.47,12,7,4,14,2,0,2,3,2,2,4.0,0.65,64.18,169
43,7,15.46,66.99,12,4,10,19,0,0,30,3,1,0,4.0,0.74,77.17,543
37,7,33.55,77.4,7,9,2,22,1,0,31,7,4,1,2.0,0.71,53.43,897
33,9,6.47,38.42,5,5,4,6,1,0,38,9,3,4,4.0,0.96,56.32,637
20,7,17.84,49.92,10,7,3,18,0,0,26,10,3,1,5.0,0.63,100.0,839
54,8,14.74,65.31,6,4,5,20,1,1,28,5,3,3,4.0,0.18,63.43,759
57,13,7.21,38.67,13,4,3,18,2,1,0,4,0,1,2.0,0.89,69.34,271
42,6,7.05,46.2,13,6,3,11,0,0,27,5,6,3,4.0,0.22,80.97,1168
40,7,5.83,54.14,16,7,3,17,1,0,35,7,5,5,3.0,0.93,69.51,632
18,11,15.95,56.1,11,3,3,10,1,1,1,4,3,1,3.0,0.38,78.78,1018
50,6,18.11,86.53,12,2,8,13,0,0,10,7,3,2,4.0,0.32,90.26,1137
32,8,4.92,59.7,14,3,7,17,0,0,16,7,1,2,5.0,0.89,50.71,567
34,7,14.28,35.49,13,5,7,7,1,0,23,7,2,1,1.0,0.68,66.45,1166
51,10,8.97,62.19,13,2,3,17,0,0,17,6,5,1,4.0,0.29,73.56,851
34,12,7.01,46.41,11,6,3,22,0,0,40,9,5,1,1.0,0.13,70.51,864
58,6,25.16,40.53,11,7,4,21,1,0,36,7,6,1,4.0,0.53,99.53,668
21,15,14.21,40.13,19,8,3,5,2,1,26,5,3,0,4.0,0.35,60.16,1052
30,9,2.56,16.3,10,3,3,20,0,0,20,8,1,5,5.0,0.71,73.09,276
21,6,8.44,74.39,11,3,2,21,0,2,26,2,4,2,4.0,0.21,71.52,27
24,10,3.43,19.92,12,6,3,10,0,0,19,6,0,2,5.0,0.83,43.89,1135
26,14,3.27,46.3,10,5,4,20,0,0,43,2,6,4,4.0,0.44,54.04,159
40,5,24.92,14.91,12,6,5,11,2,1,42,7,6,2,2.0,0.92,68.59,1141
50,8,1.99,60.19,10,7,4,15,0,0,34,5,5,1,1.0,0.76,56.82,32
50,11,9.84,35.74,10,7,2,10,0,0,18,5,4,4,3.0,0.73,49.52,386
37,5,13.94,48.42,9,4,2,17,1,1,13,5,3,5,3.0,0.6,54.4,1045
21,9,13.67,18.41,9,6,2,5,0,0,17,6,1,2,4.0,0.49,73.65,353
18,7,12.95,12.37,17,3,3,23,0,0,2,7,2,2,4.0,0.45,93.33,436
59,6,3.21,76.84,9,3,5,10,0,0,6,3,2,1,2.0,0.51,31.22,907
51,12,12.06,78.79,11,3,0,12,1,0,31,7,3,3,3.0,0.18,47.32,184
44,6,8.24,60.24,14,10,3,4,0,0,6,9,3,3,3.0,0.95,75.34,500
38,8,11.01,52.05,11,2,2,8,1,0,33,12,5,1,4.0,0.21,49.0,805
41,8,25.5,43.69,24,4,3,12,0,0,21,3,5,4,4.0,0.22,89.63,225
32,6,17.04,32.61,13,2,3,13,0,0,41,2,5,1,3.0,0.74,60.29,823
52,4,11.0,56.98,14,6,3,10,0,2,35,7,0,3,3.0,0.15,62.48,1086
42,10,7.57,92.95,8,2,2,17,0,0,17,5,2,1,5.0,0.22,51.79,506
26,7,14.03,50.82,14,9,3,20,1,0,39,10,1,1,3.0,0.58,68.63,872
34,6,25.7,34.18,12,4,7,23,1,0,10,13,3,3,3.0,0.8,77.37,241
38,4,6.6,32.01,22,3,3,5,0,0,3,12,2,3,3.0,0.03,44.84,98
30,8,6.31,65.39,15,1,3,7,0,0,9,3,3,2,4.0,0.66,71.5,566
20,3,2.38,59.88,8,2,5,7,0,0,17,9,3,2,4.0,0.79,44.86,247
21,10,9.94,32.01,12,2,4,17,0,0,30,8,2,4,2.0,0.19,41.2,185
21,7,11.45,21.09,11,6,6,23,0,0,32,4,6,1,4.0,0.04,56.02,476
45,10,8.99,21.42,8,8,3,9,0,0,0,7,3,2,4.0,0.9,56.49,1015
24,5,13.05,40.68,17,4,5,7,0,1,0,8,2,1,5.0,0.59,67.35,934
43,7,8.21,47.42,15,5,6,21,0,0,32,6,3,1,3.0,0.23,45.28,558
28,11,13.26,43.65,11,5,0,6,0,1,22,9,3,4,4.0,0.44,65.58,753
41,8,14.3,73.4,13,5,3,12,0,1,31,6,2,1,4.0,0.11,55.17,749
27,7,27.36,37.86,7,3,3,5,0,0,3,4,4,3,5.0,0.27,55.27,710
54,7,9.56,15.71,11,7,4,22,0,0,16,8,3,2,4.0,0.81,78.5,1157
30,7,18.42,28.3,18,4,7,21,0,0,13,6,3,2,4.0,0.36,72.19,393
59,10,15.93,35.34,9,7,6,16,0,1,8,8,3,3,3.0,0.59,75.72,425
56,5,9.76,31.81,12,6,4,17,0,0,33,12,4,5,2.0,0.2,89.04,431
36,9,24.66,44.46,11,4,2,19,0,0,34,5,3,2,4.0,0.78,61.62,962
36,5,9.15,5.0,12,4,6,13,0,0,14,6,3,2,4.0,0.59,78.21,695
29,8,6.75,33.54,18,2,3,14,1,0,37,3,3,1,2.0,0.42,57.6,495
39,7,3.58,5.0,13,7,5,21,1,0,22,2,1,0,1.0,0.26,43.59,226
54,10,15.58,65.67,15,6,5,24,1,0,13,3,3,3,3.0,0.47,87.06,226
47,12,8.68,72.14,16,4,2,15,0,2,11,5,5,0,5.0,0.8,93.05,663
29,5,28.74,37.39,15,6,3,8,0,0,24,3,1,1,4.0,0.07,59.93,618
46,8,4.22,83.44,9,5,5,3,0,0,23,5,4,3,4.0,0.04,57.07,560
38,10,5.63,47.71,5,5,8,8,0,0,35,7,2,3,3.0,0.36,100.0,357
28,12,8.55,33.34,11,8,5,8,0,0,15,3,2,1,2.0,0.99,76.84,1137
54,6,4.64,48.58,15,8,2,19,0,0,22,10,4,1,3.0,0.24,51.74,762
35,6,10.33,58.13,12,6,0,6,0,0,19,9,2,1,4.0,0.73,74.12,449
44,10,22.62,70.46,11,2,2,13,0,0,14,12,1,3,4.0,0.97,22.87,190
54,9,5.08,28.75,11,6,6,10,0,0,29,7,2,1,4.0,0.97,83.78,143
29,11,14.93,63.42,13,6,1,18,0,1,11,8,2,0,5.0,0.94,64.49,519
40,10,7.39,16.93,19,8,2,7,0,1,23,6,2,1,4.0,0.33,30.43,193
51,5,5.13,81.32,10,4,5,6,2,0,32,7,4,4,5.0,0.34,70.21,363
55,12,43.16,39.17,13,12,3,18,0,0,5,4,4,2,3.0,0.6,72.27,766
40,8,10.5,53.6,9,5,2,11,0,0,15,13,8,2,2.0,0.93,30.14,100
42,10,21.95,50.87,9,8,5,21,0,0,42,6,2,2,4.0,0.91,75.29,935
21,9,13.1,58.04,7,6,7,14,1,0,27,7,6,6,4.0,0.25,67.78,268
47,4,8.42,33.42,4,6,3,22,0,0,7,6,2,4,4.0,0.08,65.84,364
47,7,42.84,55.32,9,4,7,21,0,0,6,3,2,2,2.0,0.89,78.28,350
30,10,11.72,43.45,10,4,3,22,0,0,28,11,5,2,4.0,0.13,55.28,989
59,11,8.33,69.56,13,4,2,3,0,0,19,5,4,0,3.0,0.62,65.53,1021
31,3,8.56,22.31,12,7,1,13,0,0,21,4,4,2,4.0,0.44,77.8,726
25,5,11.88,33.28,11,6,6,19,0,0,23,4,5,3,4.0,0.32,65.8,1101
41,13,39.52,51.23,9,8,5,9,0,0,40,7,2,1,3.0,0.85,89.41,365
35,12,12.94,36.18,20,4,4,7,0,0,21,8,1,0,4.0,0.34,57.71,799
52,7,23.0,41.0,8,6,5,23,0,0,32,10,4,3,4.0,0.33,72.17,591
42,8,15.08,62.09,19,3,5,24,0,0,5,5,2,2,4.0,0.67,74.04,480
34,11,7.72,56.47,16,9,4,19,0,0,38,10,2,3,4.0,0.2,76.23,447
49,9,11.85,59.3,8,8,3,9,0,0,4,7,0,2,4.0,0.78,84.36,1094
41,7,19.78,52.33,7,4,8,19,0,0,13,7,5,1,5.0,0.9,76.08,240
24,5,15.49,48.73,10,4,3,7,0,0,31,2,1,3,3.0,0.78,66.97,757
30,16,4.7,23.39,17,6,4,14,0,2,36,6,1,2,3.0,0.21,64.59,496
44,10,13.73,21.89,7,6,6,18,0,0,37,6,1,2,4.0,0.4,100.0,336
22,5,18.18,57.59,18,3,3,11,0,0,3,7,1,2,5.0,0.63,75.68,966
53,6,20.49,56.03,18,5,4,20,0,1,7,6,3,1,3.0,0.13,41.01,799
43,12,2.3,19.91,8,6,9,18,0,0,37,5,3,5,4.0,0.15,74.82,885
59,6,12.26,77.94,11,7,2,15,0,0,0,3,5,1,4.0,0.16,69.58,209
48,7,9.52,54.48,12,5,4,13,0,0,11,8,3,4,4.0,0.55,63.39,181
27,11,6.92,34.57,15,5,4,5,0,0,20,5,3,2,4.0,0.7,67.42,58
43,6,14.49,31.83,13,7,2,11,1,0,23,5,2,1,3.0,0.37,39.66,220
39,9,13.29,5.0,7,6,3,16,0,0,16,6,2,2,1.0,0.52,58.56,922
29,13,19.59,50.51,11,6,4,8,0,0,33,6,0,1,4.0,0.38,81.44,372
49,7,5.84,12.74,10,2,3,18,0,0,30,5,4,2,5.0,0.55,65.16,356
44,7,24.95,5.0,12,4,6,21,0,0,14,9,6,1,2.0,0.81,63.3,131
50,9,12.91,27.42,11,8,8,22,0,0,38,5,3,2,3.0,0.62,64.7,1101
37,6,12.96,82.85,24,8,4,7,0,0,26,4,2,1,4.0,0.73,29.16,1180
56,10,3.06,53.29,11,7,2,7,0,0,30,6,3,1,4.0,0.04,86.38,412
58,6,11.32,59.67,7,7,3,14,1,0,34,6,0,1,4.0,0.98,76.71,289
57,7,5.2,64.95,6,3,3,3,1,0,33,4,4,2,4.0,0.82,51.89,441
30,10,4.81,57.07,9,6,1,18,2,0,18,10,1,1,5.0,0.41,70.46,775
31,8,7.67,5.0,10,9,7,20,0,1,10,4,2,1,5.0,0.96,77.35,289
57,7,15.76,30.42,12,6,6,15,0,1,23,7,2,3,5.0,0.67,57.27,1111
39,10,7.36,29.02,8,12,7,14,0,0,30,7,5,1,4.0,0.87,94.03,772
35,12,3.14,57.15,24,6,5,18,1,0,19,7,2,2,3.0,0.32,83.03,844
46,8,19.83,32.53,13,2,11,18,1,0,27,5,3,3,4.0,0.18,60.93,1073
33,7,12.05,66.71,12,6,4,8,0,1,40,4,5,0,5.0,0.6,43.94,1142
52,8,35.04,85.47,8,4,4,21,1,0,36,7,1,3,4.0,0.85,75.88,463
51,9,10.99,24.2,11,4,6,14,0,0,29,8,3,3,5.0,0.67,96.53,297
20,13,11.55,53.39,14,9,3,23,0,1,1,5,3,1,3.0,0.89,68.8,845
21,5,7.77,56.27,13,5,4,9,0,0,32,4,4,4,5.0,0.54,44.4,57
22,8,30.17,6.85,12,2,4,23,2,1,1,5,4,2,4.0,1.0,48.68,770
27,7,12.34,38.2,12,4,6,8,0,0,1,6,0,2,5.0,0.84,61.08,1170
46,10,19.05,58.47,14,3,1,15,1,0,37,9,1,1,4.0,0.49,95.92,1136
49,10,23.0,34.15,14,4,4,7,0,0,6,5,5,0,3.0,0.76,58.78,1197
48,15,3.75,28.39,8,1,4,16,0,0,6,7,2,3,4.0,0.28,56.73,714
19,6,32.55,64.2,13,5,2,7,0,0,26,3,2,2,4.0,0.13,74.9,1081
29,15,13.95,46.94,11,3,4,22,0,0,33,10,4,1,5.0,0.6,61.12,95
44,8,8.8,24.12,12,9,3,11,0,0,28,2,2,0,4.0,0.51,62.38,859
22,9,15.22,61.56,10,6,7,24,1,0,16,5,3,1,2.0,0.14,83.89,843
54,7,8.92,28.34,9,4,1,4,0,1,6,9,4,4,4.0,0.07,48.55,1178
44,8,5.32,82.08,11,4,5,7,0,0,24,7,1,0,4.0,0.43,51.2,385
40,6,20.73,39.91,14,5,6,14,2,0,10,5,6,0,5.0,0.29,67.68,984
50,7,1.69,31.72,19,6,4,3,0,0,9,7,3,2,4.0,0.67,66.46,362
21,4,10.47,48.72,15,6,2,23,1,1,44,7,1,2,3.0,0.61,53.44,1044
38,7,12.42,30.88,20,4,3,4,0,0,33,5,5,1,4.0,0.95,81.32,690
41,7,12.47,68.0,8,1,2,9,0,0,6,4,2,2,3.0,0.82,62.58,223
48,11,19.36,58.97,14,3,2,23,1,0,30,5,2,2,3.0,0.93,38.04,678
41,13,7.28,43.29,9,8,11,9,2,0,3,7,1,1,3.0,0.6,58.89,97
27,10,6.1,40.4,14,6,1,4,0,0,6,3,2,2,5.0,0.72,73.32,565
19,7,8.36,34.04,9,5,3,23,0,0,15,3,3,4,2.0,0.29,51.28,824
48,14,31.74,46.4,10,5,0,22,0,0,27,7,2,3,2.0,0.25,74.3,847
42,10,5.26,24.16,8,4,1,5,1,0,43,7,4,2,4.0,0.94,53.19,260
21,7,3.61,67.28,12,7,10,7,0,0,3,10,4,5,5.0,0.11,64.87,1174
28,7,4.77,38.87,11,4,5,23,1,0,16,4,1,2,3.0,0.96,36.31,331
34,7,7.57,19.16,15,10,2,5,0,0,40,6,2,3,4.0,0.39,100.0,824
19,11,15.64,59.91,12,5,4,19,0,0,38,3,5,2,5.0,0.08,43.89,530
23,4,23.02,64.57,12,2,7,8,0,0,22,5,1,1,5.0,0.93,46.07,556
26,6,10.56,43.05,9,9,3,18,0,0,6,4,3,2,4.0,0.99,40.66,291
22,9,5.71,55.31,14,5,3,7,0,0,12,4,2,2,4.0,0.48,86.4,898
37,8,21.41,25.5,7,6,6,10,0,0,33,4,0,2,3.0,0.76,52.96,292
46,10,4.34,67.33,13,7,7,19,0,0,20,10,3,2,1.0,0.62,55.44,664
38,4,16.15,47.17,15,4,3,6,0,0,8,6,3,0,3.0,0.33,83.65,619
26,8,7.32,58.39,12,4,6,13,0,1,32,4,2,3,4.0,0.91,73.48,512
45,5,10.47,87.7,9,3,4,15,0,0,24,5,0,1,4.0,0.66,77.1,453
25,12,14.3,24.42,5,6,4,11,0,0,17,6,3,0,3.0,0.6,57.86,104
48,5,7.09,39.23,4,6,5,6,0,0,37,3,2,6,3.0,0.64,61.93,894
37,5,17.77,35.48,16,5,5,15,0,0,27,7,8,0,4.0,0.56,77.95,217
44,10,18.65,36.18,13,5,5,17,0,0,22,3,3,5,5.0,0.4,72.83,251
25,7,9.33,72.5,17,6,7,5,0,0,37,6,2,5,4.0,0.06,62.3,37
38,7,6.7,54.53,11,3,10,8,1,2,7,14,2,2,4.0,0.04,64.2,167
45,9,4.84,34.33,11,4,2,6,1,0,37,7,3,4,4.0,0.52,70.57,945
40,12,5.34,49.29,12,7,4,17,0,0,18,1,6,1,3.0,0.09,59.27,716
23,8,11.97,42.49,14,2,5,3,1,0,19,8,8,1,5.0,0.65,90.32,551
20,3,21.56,76.74,11,5,5,22,0,0,29,5,1,3,1.0,0.34,71.76,574
22,7,14.85,32.89,11,3,6,19,0,0,42,0,3,1,3.0,0.62,65.19,831
26,7,25.55,62.77,9,4,5,8,0,0,29,6,3,4,3.0,0.65,76.73,1147
24,10,11.44,36.23,9,9,5,4,0,1,43,7,5,2,4.0,0.42,94.31,173
21,4,3.58,39.43,10,3,2,16,0,1,42,8,7,2,4.0,0.9,46.99,43
56,5,22.06,27.64,13,4,1,13,2,0,16,5,5,1,3.0,0.62,71.59,946
22,12,8.48,66.14,12,4,6,11,0,0,21,6,5,5,3.0,0.85,54.74,90
28,10,6.51,51.9,19,5,2,8,0,0,16,6,7,1,2.0,0.36,64.89,905
32,6,4.1,48.66,10,6,4,3,0,0,16,7,8,4,4.0,0.29,71.76,104
51,8,16.88,36.56,9,9,6,17,1,0,26,8,6,5,1.0,0.5,81.95,810
30,7,20.92,56.01,13,10,4,6,1,0,27,5,2,2,3.0,0.3,77.3,1099
24,4,10.66,44.53,7,2,3,24,0,0,21,9,3,1,4.0,0.55,31.97,795
57,12,34.26,81.76,7,7,1,12,0,0,38,3,6,2,5.0,0.33,61.22,750
23,5,18.72,36.31,16,7,7,10,2,0,21,2,5,1,5.0,0.59,63.76,57
56,7,7.34,38.09,19,7,7,3,0,0,29,7,2,0,3.0,0.61,73.09,547
47,7,8.95,43.92,9,5,8,9,0,0,25,7,3,1,1.0,0.0,53.16,775
39,3,5.56,59.88,13,1,2,4,0,1,41,8,3,2,3.0,0.97,79.68,589
42,8,15.61,37.42,4,3,7,15,0,0,16,6,6,2,3.0,0.75,65.41,1138
45,12,2.87,44.3,15,6,2,11,1,0,28,6,0,1,5.0,0.36,58.94,1160
37,4,4.73,15.9,12,5,5,24,0,0,10,6,8,2,5.0,0.01,54.77,721
56,6,13.34,52.32,12,9,7,24,1,0,17,4,3,2,1.0,0.73,64.07,1065
20,10,14.3,45.94,16,3,3,3,0,0,11,5,0,0,5.0,0.66,61.16,900
22,5,37.65,61.49,8,9,2,18,1,0,3,5,1,1,3.0,0.29,43.84,290
18,8,20.06,67.17,12,4,3,12,2,0,5,5,4,3,1.0,0.89,58.81,731
32,8,21.92,56.84,12,4,0,24,0,0,9,10,4,1,4.0,0.84,90.5,451
43,9,3.54,56.81,11,4,1,21,1,1,34,5,2,2,5.0,0.99,59.23,248
20,7,9.48,44.79,19,2,4,17,1,0,23,3,1,1,4.0,0.06,64.46,1177
57,11,43.03,47.23,15,3,2,5,1,0,21,3,0,3,4.0,0.64,100.0,627
58,7,6.48,64.98,8,3,2,24,0,1,40,7,6,2,4.0,0.61,46.43,120
59,19,3.73,75.98,9,3,6,15,0,0,7,14,3,1,3.0,0.21,69.58,606
51,8,10.06,82.28,6,4,2,24,0,0,41,3,3,6,4.0,0.31,89.46,165
22,10,39.15,53.23,11,5,6,5,0,0,10,6,3,1,4.0,0.59,69.09,443
48,7,4.87,30.95,10,2,1,21,0,0,1,6,4,0,3.0,0.1,37.77,416
30,8,17.01,34.22,9,5,3,18,0,0,32,2,1,1,5.0,0.35,76.34,149
18,11,13.5,40.47,19,5,6,14,0,0,13,1,2,2,4.0,0.41,57.35,1030
39,3,11.65,51.59,10,5,6,6,0,0,41,7,2,2,4.0,0.23,59.27,297
32,9,8.54,47.4,18,7,2,5,1,0,1,4,4,2,3.0,0.09,49.86,1080
43,12,19.82,76.54,11,7,1,6,0,0,5,4,2,5,4.0,0.25,57.91,742
35,6,21.08,45.78,10,9,5,22,1,0,0,7,7,5,4.0,0.59,74.17,36
26,7,2.42,49.46,18,6,7,5,0,0,13,10,2,1,4.0,0.31,83.24,1179
18,8,1.42,40.59,11,4,4,4,2,0,19,5,2,4,2.0,0.58,60.96,694
26,7,11.64,48.88,13,3,1,11,0,0,36,7,4,5,4.0,0.35,68.36,128
40,8,22.55,31.41,12,4,4,15,0,0,24,1,3,2,5.0,0.73,52.62,674
19,6,9.35,78.01,12,9,7,4,0,0,10,8,2,1,4.0,0.2,61.54,513
31,8,7.51,79.59,12,4,5,7,1,0,18,7,2,0,5.0,0.85,85.55,549
55,9,18.8,80.8,16,5,6,13,1,0,1,6,2,3,5.0,0.09,56.05,893
57,9,2.44,70.6,13,5,2,19,2,0,6,4,6,3,5.0,0.46,73.53,18
35,7,32.12,62.52,10,13,5,24,2,1,40,2,2,3,4.0,0.33,100.0,961
33,6,12.21,5.0,10,7,3,23,0,0,32,6,3,0,3.0,0.72,48.67,659
46,13,26.54,44.28,11,4,3,6,0,0,23,4,3,2,4.0,0.92,52.5,831
28,13,9.68,81.17,11,1,2,3,0,1,5,9,4,0,2.0,0.93,94.5,62
23,10,5.18,61.45,11,2,2,13,0,0,22,8,3,0,4.0,0.16,43.7,639
20,8,14.6,23.57,13,9,0,23,0,1,33,9,1,3,3.0,0.25,68.17,628
31,5,13.66,19.71,13,2,4,10,1,0,2,10,3,2,4.0,0.02,48.89,672
19,8,10.26,33.26,16,6,5,15,0,0,44,4,4,2,4.0,0.37,44.09,11
49,8,19.24,65.49,12,2,4,11,2,0,8,9,2,0,4.0,0.04,30.46,404
48,8,20.57,18.23,12,2,5,16,0,0,31,8,2,3,5.0,0.59,64.93,558
28,7,14.22,60.46,14,6,3,4,0,0,21,1,4,2,4.0,0.63,66.08,120
39,8,20.14,32.73,18,3,6,18,0,0,0,6,4,2,3.0,0.82,74.52,608
20,9,26.75,62.03,11,6,5,8,0,0,44,4,6,2,4.0,0.39,61.07,325
48,11,5.26,61.01,10,5,1,19,0,0,27,5,1,3,5.0,0.2,54.18,1117
50,9,4.8,56.75,10,9,3,13,2,0,3,7,1,1,4.0,0.41,86.19,84
41,11,19.02,17.63,15,6,2,20,0,0,16,10,5,3,4.0,0.09,98.08,670
18,9,3.17,64.92,14,4,4,21,1,0,6,3,3,3,3.0,0.88,64.69,668
32,11,17.18,46.85,16,4,2,19,0,0,30,11,6,3,4.0,0.99,70.34,476
54,4,8.26,62.94,12,5,3,20,0,1,38,5,3,2,4.0,0.92,54.33,513
44,10,15.22,96.41,13,2,1,24,2,0,0,7,2,2,4.0,0.3,38.69,763
55,12,16.95,69.23,15,5,5,23,1,0,39,2,2,1,3.0,0.82,80.09,328
44,5,19.56,29.33,16,4,3,12,1,0,18,4,2,1,4.0,0.26,81.25,50
29,11,1.97,59.8,14,5,2,12,0,0,39,5,1,0,4.0,0.2,73.29,95
20,8,11.92,63.52,5,6,4,23,1,0,42,7,3,3,4.0,0.82,46.85,383
47,7,13.14,95.01,16,3,3,3,1,0,30,8,5,1,1.0,0.09,73.61,243
49,6,7.8,54.99,8,3,7,8,0,0,44,4,2,2,3.0,0.07,99.95,349
40,8,6.77,47.8,9,7,6,6,1,0,29,4,5,2,3.0,0.21,69.54,1199
19,7,9.11,33.1,12,3,5,24,1,0,13,5,5,4,5.0,0.11,65.07,594
24,9,2.67,5.82,9,4,4,19,1,0,42,5,4,1,2.0,0.42,68.83,327
51,9,14.99,29.31,11,4,2,20,0,1,6,7,3,1,4.0,0.66,71.14,676
49,7,27.26,62.64,11,4,5,12,1,0,12,4,5,1,4.0,0.11,45.72,476
56,9,6.96,49.61,18,2,6,10,0,0,5,3,2,2,4.0,0.37,60.62,396
49,10,14.64,60.48,15,3,3,20,0,1,16,6,4,1,2.0,0.71,58.36,897
31,9,18.14,26.18,12,6,2,24,0,0,9,5,4,4,5.0,0.09,76.42,533
20,4,10.91,64.04,14,4,2,3,0,0,11,5,5,2,3.0,0.8,61.22,841
49,3,8.9,37.11,13,7,3,15,1,0,10,3,1,4,4.0,0.87,39.31,1112
53,9,13.96,48.49,9,6,7,11,0,1,2,4,3,1,2.0,0.95,73.72,1075
34,8,33.83,77.57,10,4,7,12,0,0,37,6,2,0,5.0,0.93,59.01,197
20,4,12.07,63.78,11,12,3,15,0,0,30,6,1,3,3.0,0.5,44.48,396
27,11,21.66,52.57,8,7,2,21,0,0,15,5,9,0,4.0,0.66,65.47,1160
57,9,20.21,53.88,14,4,2,15,0,0,21,6,1,1,4.0,0.07,50.91,1063
35,13,7.95,35.9,10,2,4,19,0,0,43,8,5,1,4.0,0.26,67.7,614
20,6,4.08,65.67,9,7,8,17,0,0,25,7,3,0,3.0,0.33,50.66,304
56,6,8.68,27.87,8,10,4,17,0,0,20,6,5,3,5.0,0.77,71.13,553
27,4,13.25,53.94,13,7,3,3,0,0,13,4,6,4,2.0,0.42,85.34,1053
26,8,7.34,38.68,17,2,3,24,0,0,17,3,4,0,3.0,0.31,65.27,29
28,4,23.85,40.7,3,5,6,22,0,0,27,9,2,2,4.0,0.07,51.16,771
50,8,3.08,5.0,14,10,3,12,0,0,19,5,2,1,4.0,0.64,70.47,1178
53,9,3.57,16.76,10,2,5,12,0,0,35,4,4,2,4.0,0.28,51.37,535
43,6,9.36,65.73,12,8,2,5,0,0,34,4,2,3,1.0,0.68,81.94,182
44,6,13.24,5.76,20,6,1,6,0,0,31,7,3,2,4.0,0.09,85.87,256
55,6,15.62,40.35,8,5,3,18,1,0,10,9,5,1,4.0,0.17,72.62,820
39,6,9.32,81.26,12,2,3,9,0,0,40,5,2,2,4.0,0.94,75.55,204
43,7,16.76,36.41,11,3,7,19,0,0,5,9,1,1,2.0,0.79,76.95,522
39,6,13.39,59.04,10,3,2,16,1,1,3,7,1,0,5.0,0.03,47.27,204
22,6,24.76,39.81,14,2,6,21,0,0,19,6,4,2,4.0,0.41,70.72,181
52,8,40.84,71.62,4,5,6,12,0,0,27,5,6,1,4.0,0.61,48.62,1107
19,7,23.6,85.76,13,3,5,18,0,0,21,7,5,2,2.0,0.84,44.29,232
52,7,14.56,73.29,15,9,2,11,0,1,8,2,4,1,5.0,0.94,57.52,478
26,11,17.49,53.65,6,9,0,9,0,0,15,6,1,3,5.0,0.4,41.84,442
35,4,11.02,59.62,12,2,5,10,1,0,9,8,4,6,4.0,0.45,84.53,881
29,3,5.38,48.41,16,4,7,22,0,1,12,7,2,1,4.0,0.58,58.81,294
20,8,10.21,37.67,17,3,6,14,0,1,7,5,0,6,5.0,0.68,31.59,781
35,5,12.7,55.3,13,5,2,22,0,0,39,11,2,1,4.0,0.98,71.13,269
55,7,6.82,48.84,10,9,7,21,1,0,2,5,2,1,4.0,0.4,69.71,1087
24,8,8.57,76.72,14,3,3,24,0,0,2,2,4,1,5.0,0.98,82.69,75
50,9,22.1,64.53,11,2,1,4,0,1,39,5,3,2,4.0,0.19,73.88,259
23,5,8.46,20.07,17,7,3,4,1,0,31,8,5,4,4.0,0.59,62.88,346
35,9,10.96,61.74,13,4,4,14,1,0,23,7,4,3,3.0,0.33,63.25,291
